id,title,main_text,who,what,standard,how,link
28,노숙인 등 복지지원,"노숙인의 권익을 보호하고, 원활한 사회복귀와 자립할 수 있는 힘을 길러주기 위하여 재활과 요양에 필요한 서비스를 지원합니다.","노숙인 시설(노숙인복지시설, 노숙인종합지원센터)에 입소해 있는 노숙인을 지원합니다.","노숙인의 재활/요양시설의 운영을 위해 필요한 종사자의 인건비, 공공요금, 자활 프로그램비를 지원합니다.노숙인의 재활/요양시설의 환경개선 및 관계법령 기준을 충족하기 위한 시설을 신축 또는 증축 하거나 개수 또는 보수, 필요한 장비구입을 지원합니다.",empty,시/군/구청에서 담당자와 상담한 후에 서비스를 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=28
29,노인보호전문기관,"신체적, 정신적, 경제적으로 학대 받고 있는 노인을 보호하기 위하여 법률적인 지원과 전문적인 상담을 제공합니다.","학대피해노인 및 가족, 학대행위자를 지원합니다.","학대 받는 노인에게 일시보호, 법률지원, 전문 상담 등의 서비스를 제공하고, 노인 학대자에게 상담 등을 지원합니다.",empty,노인보호전문기관으로 전화합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=29
30,노후긴급자금 대부사업,갑작스럽게 생활자금이 필요한 국민연금 수급자에게 긴급자금을 대출하여 생활안정과 복지증진을 도모합니다.,만 60세 이상의 국민연금 수급자를 지원합니다.,"의료비, 배우자 장제비, 전월세 자금, 재해 복구비 용도의 긴급생활자금을 750만원 이내로 빌려줍니다.",empty,국민연금공단을 직접 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=30
31,노후준비서비스,안정된 노후생활을 위하여 재무·건강·여가·대인관계 등 분야별 종합적 노후준비를 지원합니다.,일반 국민 모두가 해당합니다.,"노후준비에 필요한 재무·건강·여가·대인관계 등의 분야에 대한 종합적인 노후준비 진단, 상담, 교육, 관계기관 연계, 사후관리 서비스를 제공합니다,노후준비서비스제공절차는 다음과 같습니다.진단서비스 ▶ 상담서비스 ▶ 관계기관 연계서비스 ▶ 사후관리서비스",empty,"국민연금공단에 방문, 전화, 우편, 인터넷으로 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=31
33,독거노인 사회관계 활성화 지원,외로움에 의한 고독사나 자살을 예방하기 위하여 은둔형 독거노인에게 친구관계를 만들어 줍니다.,"가족, 이웃 등과 접촉이 거의 없어서 고독사, 우울증, 자살 등의 위험이 높은 독거노인을 지원합니다.","사회적으로 고립된 독거노인을 발굴하여, 맞춤형 프로그램을 제공합니다.","다음 3가지 유형에 해당하는 독거노인을 지원합니다. 은둔형 고독사 위험군: 가족, 이웃 등과 관계가 단절되어 있으면서, 외부 활동을 하지 않고, 공식적 서비스 또한 이용하지 않는 독거노인활동제한형 고독사 위험군: 사회적 관계는 유지되나, 만성질환 또는 일상생활동작능력(ADL) 제한으로 인하여 외부 출입에 어려움을 겪고 있으며, 우울증으로 진단 받은 독거노인우울형 자살 고위험군: 자살기도 후 생존자, 우울증 진단을 받고 자살시도 가능성이 높은 독거노인","사회복지관, 노인복지관 등의 사업수행기관을 방문하거나 전화, 우편 등으로도 서비스 신청이 가능합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=33
34,독거노인종합지원센터 운영,독거노인 보호를 위해 노인돌봄 기본서비스 및 독거노인 사랑잇기사업 등의 원활한 추진을 도와줍니다.,empty,"지역별 독거노인종합지원센터의 운영비를 지원합니다.독거노인 사랑잇기사업을 지원합니다.전화 안부 서비스, 후원물품을 지원합니다.노인상담전화를 운영합니다.",empty,"독거노인종합지원센터를 방문하거나, 전화로 문의 후 서비스 신청이 가능합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=34
35,발달장애인 부모상담지원사업,"발달장애를 가진 자녀를 양육하고 부양하는 부모의 심리적 부담을 덜어 주고,가족 관계가 더 좋아질 수 있도록 전문 심리상담을 지원합니다","발달장애인(지적·자폐성장애인) 자녀를 둔 부모 및 보호자를 지원합니다. 지적장애 또는 자폐성 장애를 부장애로 가진 경우도 지원합니다.발달장애인 자녀의 부모 동시에 지원합니다.자녀가 영유아(만6세 미만)로 장애등록이 되어있지 않은 경우, 발달장애(지적·자폐성)가 의심된다는 의사소견서(진단서)를 제출시 지원이 가능합니다.다른 법령(또는 국가 예산)에 따라 발달장애인 부모상담지원 사업과 유사한 서비스를 받고 있는 경우에는 제외됩니다.","발달장애 자녀를 양육 중인 부모에게 개인 심리상담 바우처(16만원)를 12개월 동안 제공합니다. 우울척도 판정결과 우울증이 의심되는 수준이거나, 기준 이하인 경우라도 스트레스 등 다른 심리/정서 검사 후 지원연장이 필요하다고 판단되는 경우 1회(최대 12개월)에 한하여 지원 연장이 가능합니다.서비스 지원 연장여부와 상관없이 지원 대상자로 선정되어 서비스를 제공 받은 후, 서비스가 종료된 자는 종료일로부터 2년간 서비스 재이용이 불가합니다.",empty,주민등록상 주소지 관할 읍/면/동 주민센터를 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=35
36,발달장애인 공공후견지원 사업,취약계층의 성인 발달장애인에 대한 공공후견심판절차 비용과후견인 활동비용을 지원합니다.,만 19세 이상 발달장애인(지적·자폐성 장애인) 및 긴급하게 후견이 필요하다고 지자체·법원에서 판단한 기타 유형의 등록 장애인을 지원합니다. 의사결정 지원이 필요한 장애인을 지원합니다.,"공공후견 심판청구비용은 1인당 최대 50만원까지 실비로 지원합니다.공공후견인 활동비용은 월 15만원, 최대 월 40만원을 지원합니다.",empty,시/군/구청을 방문하여 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=36
37,보육교직원 인건비 지원,"국공립이나 법인 등 취약보육을 담당하는 어린이집의 보육교직원에게 인건비를 지원하여 보다 안정적이고, 질 좋은 보육서비스를 제공합니다.","국공립, 사회복지법인, 법인 단체 등 취약보육서비스를 제공하는 어린이집 보육교직원의 인건비를 지원합니다.","보육교직원의 호봉에 따른 월 지급액을 정률로 지원합니다.원장, 영아반: 80%, 유아반교사: 30%, 조리원: 100%",empty,어린이집 원장이 보육통합정보시스템을 통해 시/군/구에 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=37
38,사회복지종사자상해보험 가입지원,사회복지종사자의 처우 개선과 양질의 복지서비스 기반을 조성하기 위해 사회복지종사자의 상해보험 가입을 지원합니다.,사회복지시설 및 사회복지법인 등에 종사하는 분을 지원합니다.,사회복지종사자에게 상해보험 보험료 2만원(1년/1명)의 50%인 1만원을 지원합니다.,empty,한국사회복지공제회 홈페이지를 통해 온라인으로 신청합니다. ☞한국사회복지공제회 홈페이지 바로가기,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=38
39,시각장애인 음악재활센터 지원,"시각장애인에게 체계적인 음악재활 프로그램을 제공해 전문 음악인을 양성하고, 음악을 통하여 자립할 수 있도록 시각장애인 음악재활센터에 사업비를 지원합니다.",시각장애인을 지원합니다.,시각 장애인 음악재활 프로그램을 지원합니다.점자악보를 제작하여 음악재활 홈페이지를 통해 전세계 시각장애인들에게 언제 어디서나 점자악보를 온·오프라인으로 보급 시각장애인이 음악을 통하여 사회와 소통하고 재활할 수 있도록 음악재활아카데미 운영시각장애인이 음악적 기량을 발휘하여 자신감을 키우고 예술성을 발전시킬 수 있는 기회 제공,empty,실로암시각장애인복지관에 전화 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=39
40,실종아동 보호 및 지원,아동이나 지적 장애인(자폐/정신장애 포함)의 실종을 예방하기 위한 교육과 홍보를 실시하고 가족이 해체되는 것을 예방하기 위하여 장기실종 가족을 지원합니다,"가족을 잃어버린 실종아동, 실종장애인(지적/자폐성/정신) 본인과 그 가족을 지원합니다. 실종아동을 신고(국번없이 182, 경찰청) 후 연계하여 지원합니다.",실종아동전문기관 1곳을 통해서 실종이나 유괴를 예방할 수 있는 방문교육을 실시합니다.시설보호아동 등의 신상카드 접수 및 열람을 돕습니다.기타 실종가족지원 등의 서비스를 제공합니다.,empty,실종아동전문기관을 방문하거나 전화 또는 우편으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=40
41,어린이집 지원(교사근무환경개선비·교사겸직원장지원비),어린이집 보육교사와 교사를 겸직하는 원장의 근로여건을 개선할 수 있도록 근무환경 개선비를 지원합니다.,교사근무환경개선비는 어린이집에 평일 8시간을 원칙으로 근무하고 반을 맡고 있는 담임교사로서 월 15일 이상 근무한 사람을 지원합니다.교사겸직원장지원비는 어린이집에서 반 담임교사로 임면보고되어 원장 직무와 보육교사 직무를 겸직하고 있는 원장이 평일 8시간을 원칙으로 월 15일 이상 근무한 경우에 지원합니다.,"교사근무환경개선비는 월 22만원을 지원합니다.교사겸직원장지원비는 월 7만5,000원을 지원합니다.",empty,어린이집에서 보육통합정보시스템으로 신청합니다.,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=41
42,외국인근로자 등 의료지원,의료 혜택을 받지 못하는 외국인 소외계층에게 의료비를 지원해서 최소한의 건강한 삶을 살 수 있도록 돕습니다.,"외국인근로자 및 그 자녀, 국적 취득 전 결혼이민자 및 그 자녀, 난민 및 그 자녀 등을 지원합니다.","1회당 500만원 범위 내에서 입원부터 퇴원까지 발생한 진료비를 지원합니다. ※ 단, 상급병상 이용에 따라 추가 부담되는 입원료, 선택진료비, 100분의 100 본인부담, 선별급여, 완화의료, 포괄간호 입원료 등 일부 비용은 지원 대상에서 제외","건강보험, 의료급여 등 각종 의료보장제도에 의해 의료 혜택을 받을 수 없는 분들에게 지원합니다.","15개 지자체(울산, 세종 제외)에 신청하고, 각 시/도 지정병원에서 서비스를 제공합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=42
43,육아종합지원서비스 제공,영유아와 부모를 위한 종합적인 육아종합서비스를 제공하기 위하여 육아종합지원센터를 개설하고 운영비를 지원합니다.,중앙(1개소)과 지방육아종합지원센터(18개소)를 지원합니다.,"시설보육 및 가정양육 상담, 일시 보육 서비스, 장난감 대여, 도서 대여, 교재 및 교구 대여, 놀이공간 제공 등 One-stop 육아지원 서비스를 위하여 중앙 및 지방 육아종합지원센터의 운영비를 지원합니다.",empty,"중앙의 경우에는 보건복지부에 신청하고, 지방의 경우에는 해당 시/도에 신청합니다.",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?searchIntClId=04&searchCtgId=999&welInfSno=43
